date,change
2001-12-17 00:00:00+00:00,0.010034832
2001-12-18 00:00:00+00:00,0.007546157
2001-12-19 00:00:00+00:00,0.005809693
2001-12-20 00:00:00+00:00,-0.008377122
2001-12-21 00:00:00+00:00,0.00435111
2001-12-24 00:00:00+00:00,-0.000209619
2001-12-26 00:00:00+00:00,0.004123506
2001-12-27 00:00:00+00:00,0.006751533
2001-12-28 00:00:00+00:00,0.003361778
2001-12-31 00:00:00+00:00,-0.011145427
2002-01-02 00:00:00+00:00,0.005740095
2002-01-03 00:00:00+00:00,0.009180091
2002-01-04 00:00:00+00:00,0.006213144
2002-01-07 00:00:00+00:00,-0.006498874
2002-01-08 00:00:00+00:00,-0.003588368
2002-01-09 00:00:00+00:00,-0.004798741
2002-01-10 00:00:00+00:00,0.001220661
2002-01-11 00:00:00+00:00,-0.009467877
2002-01-14 00:00:00+00:00,-0.006276136
2002-01-15 00:00:00+00:00,0.006834011
2002-01-16 00:00:00+00:00,-0.016245122
2002-01-17 00:00:00+00:00,0.010030472
2002-01-18 00:00:00+00:00,-0.009922071
2002-01-22 00:00:00+00:00,-0.0073342
2002-01-23 00:00:00+00:00,0.00792452
2002-01-24 00:00:00+00:00,0.003518916
2002-01-25 00:00:00+00:00,0.000998105
2002-01-28 00:00:00+00:00,-0.000194101
2002-01-29 00:00:00+00:00,-0.02861282
2002-01-30 00:00:00+00:00,0.011747648
2002-01-31 00:00:00+00:00,0.014933956
2002-02-01 00:00:00+00:00,-0.007078394
2002-02-04 00:00:00+00:00,-0.024737133
2002-02-05 00:00:00+00:00,-0.004038524
2002-02-06 00:00:00+00:00,-0.005972376
2002-02-07 00:00:00+00:00,-0.003082543
2002-02-08 00:00:00+00:00,0.014858704
2002-02-11 00:00:00+00:00,0.014340161
2002-02-12 00:00:00+00:00,-0.003992969
2002-02-13 00:00:00+00:00,0.009941318
2002-02-14 00:00:00+00:00,-0.001814941
2002-02-15 00:00:00+00:00,-0.011016702
2002-02-19 00:00:00+00:00,-0.018873813
2002-02-20 00:00:00+00:00,0.013513777
2002-02-21 00:00:00+00:00,-0.015510328
2002-02-22 00:00:00+00:00,0.008224261
2002-02-25 00:00:00+00:00,0.017975197
2002-02-26 00:00:00+00:00,-4.51e-05
2002-02-27 00:00:00+00:00,0.000459725
2002-02-28 00:00:00+00:00,-0.00284716
2002-03-01 00:00:00+00:00,0.022634291
2002-03-04 00:00:00+00:00,0.019491364
2002-03-05 00:00:00+00:00,-0.006673327
2002-03-06 00:00:00+00:00,0.014509575
2002-03-07 00:00:00+00:00,-0.004497863
2002-03-08 00:00:00+00:00,0.005848627
2002-03-11 00:00:00+00:00,0.003392525
2002-03-12 00:00:00+00:00,-0.002294056
2002-03-13 00:00:00+00:00,-0.009857745
2002-03-14 00:00:00+00:00,-0.000909744
2002-03-15 00:00:00+00:00,0.011378612
2002-03-18 00:00:00+00:00,-0.000523072
2002-03-19 00:00:00+00:00,0.004066741
2002-03-20 00:00:00+00:00,-0.015756832
2002-03-21 00:00:00+00:00,0.001510605
2002-03-22 00:00:00+00:00,-0.004238954
2002-03-25 00:00:00+00:00,-0.014651307
2002-03-26 00:00:00+00:00,0.005848724
2002-03-27 00:00:00+00:00,0.005349161
2002-03-28 00:00:00+00:00,0.0024551
2002-04-01 00:00:00+00:00,-0.00074079
2002-04-02 00:00:00+00:00,-0.008530037
2002-04-03 00:00:00+00:00,-0.009993301
2002-04-04 00:00:00+00:00,0.000835206
2002-04-05 00:00:00+00:00,-0.003205058
2002-04-08 00:00:00+00:00,0.002280209
2002-04-09 00:00:00+00:00,-0.006656053
2002-04-10 00:00:00+00:00,0.011334694
2002-04-11 00:00:00+00:00,-0.023689289
2002-04-12 00:00:00+00:00,0.006632359
2002-04-15 00:00:00+00:00,-0.007614658
2002-04-16 00:00:00+00:00,0.023418389
2002-04-17 00:00:00+00:00,-0.002038382
2002-04-18 00:00:00+00:00,-0.001420849
2002-04-19 00:00:00+00:00,0.000622581
2002-04-22 00:00:00+00:00,-0.015411082
2002-04-23 00:00:00+00:00,-0.006201308
2002-04-24 00:00:00+00:00,-0.007102843
2002-04-25 00:00:00+00:00,-0.001518592
2002-04-26 00:00:00+00:00,-0.013889429
2002-04-29 00:00:00+00:00,-0.010099223
2002-04-30 00:00:00+00:00,0.010765492
2002-05-01 00:00:00+00:00,0.008858519
2002-05-02 00:00:00+00:00,-0.001748709
2002-05-03 00:00:00+00:00,-0.01026223
2002-05-06 00:00:00+00:00,-0.019339881
2002-05-07 00:00:00+00:00,-0.003020941
2002-05-08 00:00:00+00:00,0.037503917
2002-05-09 00:00:00+00:00,-0.014547427
2002-05-10 00:00:00+00:00,-0.016793897
2002-05-13 00:00:00+00:00,0.018550004
2002-05-14 00:00:00+00:00,0.021143509
2002-05-15 00:00:00+00:00,-0.005659524
2002-05-16 00:00:00+00:00,0.006562397
